,channel_id,video_id,number_of_views,number_of_likes,CreatedDate,CreatedDatetime
212,UCxE5jEls-T0QtlTHT8lI1lw,x4drP6Q6p30,4283497,209270,2022-05-04,2022-05-04 08:34:44
213,UCX6OQ3DkcsbYNE6H8uQQuVA,hD1YtmKXNb4,45532206,2535262,2022-05-04,2022-05-04 08:34:47
214,UCSZwSipmufiBGjFk9q3rD-A,sPA3XIbho_A,1609414,41923,2022-05-04,2022-05-04 08:34:52
215,UCX6OQ3DkcsbYNE6H8uQQuVA,LnlKwzc_TNA,54033603,2320694,2022-05-04,2022-05-04 08:34:58
216,UCAuUUnT6oDeKwE6v1NGQxug,YRvf00NooN8,6186391,134375,2022-05-04,2022-05-04 08:35:01
217,UCbzRzJNHx7ZLlJML9BjZQVQ,b4F0YBnVdno,2743022,30257,2022-05-04,2022-05-04 08:35:07
218,UCbAwSkqJ1W_Eg7wr3cp5BUA,XKDhq2UcjIM,2141748,140706,2022-05-04,2022-05-04 08:35:13
219,UCz6PEeVLG1TL6jMRTvSLm4g,aaPorKHXem8,881879,61308,2022-05-04,2022-05-04 08:35:18
220,UC2O6HDtMOZf9FkUAepz9Atg,offDs649-mw,244883,6515,2022-05-04,2022-05-04 08:35:22
221,UC0C-w0YjGpqDXGB8IHb662A,Z_MvkyuOJgk,12835875,430260,2022-05-04,2022-05-04 08:35:30
222,UCIPPMRA040LQr5QPyJEbmXA,QO7e_RiMVQg,11651578,537685,2022-05-04,2022-05-04 08:35:33
223,UCvC4D8onUfXzvjTOM-dBfEA,tgB1wUcmbbw,36411687,1674811,2022-05-04,2022-05-04 08:35:36
224,UChmpTxQ0Gp8KEJKsqzeg9Lg,yQEondeGvKo,19442173,870829,2022-05-04,2022-05-04 08:35:39
225,UCGHZpIpAWJQ-Jy_CeCdXhMA,an0M-wcHw5A,1501113,46838,2022-05-04,2022-05-04 08:35:42
226,UCvbki_2_V6qLvezSxwo13mg,bNhGDDUnNE8,4517100,96797,2022-05-04,2022-05-04 08:35:48
227,UCJg9wBPyKMNA5sRDnvzmkdg,EUtqdkj2Mg0,1994247,22696,2022-05-04,2022-05-04 08:35:51
228,UCbOCbp5gXL8jigIBZLqMPrw,H5v3kku4y6Q,100663315,3757489,2022-05-04,2022-05-04 08:35:56
229,UComP_epzeKzvBX156r6pm1Q,X-yIEMduRXk,136092596,1129677,2022-05-04,2022-05-04 08:36:02
230,UCOhtMAg7xh8wv_wUHMgFc-Q,Tc0tLGWIqxA,57794068,1073348,2022-05-04,2022-05-04 08:36:05
231,UC9Z0p8W-IvB_2K_cAQdf7bg,4Q2YBKFDXjQ,350789,9840,2022-05-04,2022-05-04 08:36:08
232,UCuCkxoKLYO_EQ2GeFtbM_bw,UA6UythLlEI,2418012,88082,2022-05-04,2022-05-04 08:36:11
233,UC_SvYP0k05UKiJ_2ndB02IA,Rg3dBosfZ3Y,292919,8859,2022-05-04,2022-05-04 08:36:17
234,UC7cs8q-gJRlGwj4A8OmCmXg,xKdtP3IZbnU,6692,233,2022-05-04,2022-05-04 08:36:20
235,UCTrQ7HXWRRxr7OsOtodr2_w,m8b1y98Ffi8,15836,185,2022-05-04,2022-05-04 08:36:23
236,UCoMdktPbSTixAyNGwb-UYkQ,2kblJAvj8OE,153712,1846,2022-05-04,2022-05-04 08:36:26
237,UCupvZG-5ko_eiXAupbDfxWw,L643uai6k2w,430625,6214,2022-05-04,2022-05-04 08:36:29
238,UCqTwKvjbTENZDGbz2si47ag,-ukm0Y_VhgY,1354170,44943,2022-05-04,2022-05-04 08:36:35
239,UCfzlCWGWYyIQ0aLC5w48gBQ,q59wap1ELQ4,191397,5556,2022-05-04,2022-05-04 08:36:40
240,UCF_fDSgPpBQuh1MsUTgIARQ,yzTuBuRdAyA,1819188972,10969438,2022-05-08,2022-05-08 10:32:33
241,UCUtZaxDF3hD5VK4xRYFBePQ,oTw8AECmUNA,20818345,551175,2022-05-08,2022-05-08 10:32:38
242,UCxE5jEls-T0QtlTHT8lI1lw,x4drP6Q6p30,4572907,218490,2022-05-08,2022-05-08 10:32:41
243,UCX6OQ3DkcsbYNE6H8uQQuVA,hD1YtmKXNb4,48912854,2629709,2022-05-08,2022-05-08 10:32:44
244,UCSZwSipmufiBGjFk9q3rD-A,sPA3XIbho_A,1679273,43357,2022-05-08,2022-05-08 10:32:49
245,UCX6OQ3DkcsbYNE6H8uQQuVA,LnlKwzc_TNA,55057543,2342383,2022-05-08,2022-05-08 10:32:52
246,UCAuUUnT6oDeKwE6v1NGQxug,YRvf00NooN8,6479335,138440,2022-05-08,2022-05-08 10:32:55
247,UCbzRzJNHx7ZLlJML9BjZQVQ,b4F0YBnVdno,2761683,30496,2022-05-08,2022-05-08 10:33:00
248,UCbAwSkqJ1W_Eg7wr3cp5BUA,XKDhq2UcjIM,2284248,145767,2022-05-08,2022-05-08 10:33:06
249,UCz6PEeVLG1TL6jMRTvSLm4g,aaPorKHXem8,902217,67008,2022-05-08,2022-05-08 10:33:11
250,UC2O6HDtMOZf9FkUAepz9Atg,offDs649-mw,257454,6732,2022-05-08,2022-05-08 10:33:17
251,UC0C-w0YjGpqDXGB8IHb662A,Z_MvkyuOJgk,14514516,472760,2022-05-08,2022-05-08 10:33:21
252,UCIPPMRA040LQr5QPyJEbmXA,QO7e_RiMVQg,12281926,551637,2022-05-08,2022-05-08 10:33:24
253,UCvC4D8onUfXzvjTOM-dBfEA,tgB1wUcmbbw,37369855,1692291,2022-05-08,2022-05-08 10:33:29
254,UChmpTxQ0Gp8KEJKsqzeg9Lg,yQEondeGvKo,19802295,879019,2022-05-08,2022-05-08 10:33:34
255,UCGHZpIpAWJQ-Jy_CeCdXhMA,an0M-wcHw5A,1555231,48309,2022-05-08,2022-05-08 10:33:38
256,UCvbki_2_V6qLvezSxwo13mg,bNhGDDUnNE8,4620467,98743,2022-05-08,2022-05-08 10:33:43
257,UCJg9wBPyKMNA5sRDnvzmkdg,EUtqdkj2Mg0,2036501,23015,2022-05-08,2022-05-08 10:33:46
258,UCbOCbp5gXL8jigIBZLqMPrw,H5v3kku4y6Q,108276312,3887663,2022-05-08,2022-05-08 10:33:50
259,UComP_epzeKzvBX156r6pm1Q,X-yIEMduRXk,138375807,1142663,2022-05-08,2022-05-08 10:33:53
260,UCOhtMAg7xh8wv_wUHMgFc-Q,Tc0tLGWIqxA,58408196,1078752,2022-05-08,2022-05-08 10:33:56
261,UC9Z0p8W-IvB_2K_cAQdf7bg,4Q2YBKFDXjQ,406586,10999,2022-05-08,2022-05-08 10:33:59
262,UCuCkxoKLYO_EQ2GeFtbM_bw,UA6UythLlEI,2433953,88835,2022-05-08,2022-05-08 10:34:02
263,UC_SvYP0k05UKiJ_2ndB02IA,Rg3dBosfZ3Y,301542,9141,2022-05-08,2022-05-08 10:34:08
264,UC7cs8q-gJRlGwj4A8OmCmXg,xKdtP3IZbnU,7096,240,2022-05-08,2022-05-08 10:34:11
265,UCTrQ7HXWRRxr7OsOtodr2_w,m8b1y98Ffi8,15924,186,2022-05-08,2022-05-08 10:34:14
266,UCoMdktPbSTixAyNGwb-UYkQ,2kblJAvj8OE,153765,1847,2022-05-08,2022-05-08 10:34:17
267,UCupvZG-5ko_eiXAupbDfxWw,L643uai6k2w,433947,6243,2022-05-08,2022-05-08 10:34:21
268,UCqTwKvjbTENZDGbz2si47ag,-ukm0Y_VhgY,1458073,46000,2022-05-08,2022-05-08 10:34:27
269,UCfzlCWGWYyIQ0aLC5w48gBQ,q59wap1ELQ4,243733,6837,2022-05-08,2022-05-08 10:34:32
270,UCF_fDSgPpBQuh1MsUTgIARQ,yzTuBuRdAyA,1819580423,10972217,2022-05-09,2022-05-09 10:53:51
271,UCUtZaxDF3hD5VK4xRYFBePQ,oTw8AECmUNA,21153369,558100,2022-05-09,2022-05-09 10:53:56
272,UCxE5jEls-T0QtlTHT8lI1lw,x4drP6Q6p30,4642398,220957,2022-05-09,2022-05-09 10:53:59
273,UCX6OQ3DkcsbYNE6H8uQQuVA,hD1YtmKXNb4,49621328,2651613,2022-05-09,2022-05-09 10:54:02
274,UCSZwSipmufiBGjFk9q3rD-A,sPA3XIbho_A,1693097,43647,2022-05-09,2022-05-09 10:54:07
275,UCX6OQ3DkcsbYNE6H8uQQuVA,LnlKwzc_TNA,55312562,2347963,2022-05-09,2022-05-09 10:54:10
276,UCAuUUnT6oDeKwE6v1NGQxug,YRvf00NooN8,6563897,139438,2022-05-09,2022-05-09 10:54:13
277,UCbzRzJNHx7ZLlJML9BjZQVQ,b4F0YBnVdno,2765851,30541,2022-05-09,2022-05-09 10:54:15
278,UCbAwSkqJ1W_Eg7wr3cp5BUA,XKDhq2UcjIM,2305225,146551,2022-05-09,2022-05-09 10:54:21
279,UCz6PEeVLG1TL6jMRTvSLm4g,aaPorKHXem8,906460,68047,2022-05-09,2022-05-09 10:54:26
280,UC2O6HDtMOZf9FkUAepz9Atg,offDs649-mw,259523,6801,2022-05-09,2022-05-09 10:54:29
281,UC0C-w0YjGpqDXGB8IHb662A,Z_MvkyuOJgk,14846956,479305,2022-05-09,2022-05-09 10:54:33
282,UCIPPMRA040LQr5QPyJEbmXA,QO7e_RiMVQg,12406115,554039,2022-05-09,2022-05-09 10:54:36
283,UCvC4D8onUfXzvjTOM-dBfEA,tgB1wUcmbbw,37637506,1697096,2022-05-09,2022-05-09 10:54:39
284,UChmpTxQ0Gp8KEJKsqzeg9Lg,yQEondeGvKo,19900427,881215,2022-05-09,2022-05-09 10:54:42
285,UCGHZpIpAWJQ-Jy_CeCdXhMA,an0M-wcHw5A,1563602,48523,2022-05-09,2022-05-09 10:54:45
286,UCvbki_2_V6qLvezSxwo13mg,bNhGDDUnNE8,4632436,98963,2022-05-09,2022-05-09 10:54:50
287,UCJg9wBPyKMNA5sRDnvzmkdg,EUtqdkj2Mg0,2040676,23045,2022-05-09,2022-05-09 10:54:53
288,UCbOCbp5gXL8jigIBZLqMPrw,H5v3kku4y6Q,110078016,3918717,2022-05-09,2022-05-09 10:54:57
289,UComP_epzeKzvBX156r6pm1Q,X-yIEMduRXk,138872127,1145462,2022-05-09,2022-05-09 10:55:03
290,UCOhtMAg7xh8wv_wUHMgFc-Q,Tc0tLGWIqxA,58537600,1079962,2022-05-09,2022-05-09 10:55:06
291,UC9Z0p8W-IvB_2K_cAQdf7bg,4Q2YBKFDXjQ,417874,11227,2022-05-09,2022-05-09 10:55:08
292,UCuCkxoKLYO_EQ2GeFtbM_bw,UA6UythLlEI,2436351,88954,2022-05-09,2022-05-09 10:55:11
293,UC_SvYP0k05UKiJ_2ndB02IA,Rg3dBosfZ3Y,302540,9175,2022-05-09,2022-05-09 10:55:17
294,UC7cs8q-gJRlGwj4A8OmCmXg,xKdtP3IZbnU,7207,241,2022-05-09,2022-05-09 10:55:20
295,UCTrQ7HXWRRxr7OsOtodr2_w,m8b1y98Ffi8,15942,186,2022-05-09,2022-05-09 10:55:22
296,UCoMdktPbSTixAyNGwb-UYkQ,2kblJAvj8OE,153790,1848,2022-05-09,2022-05-09 10:55:26
297,UCupvZG-5ko_eiXAupbDfxWw,L643uai6k2w,434457,6252,2022-05-09,2022-05-09 10:55:28
298,UCqTwKvjbTENZDGbz2si47ag,-ukm0Y_VhgY,1477617,46148,2022-05-09,2022-05-09 10:55:33
299,UCfzlCWGWYyIQ0aLC5w48gBQ,q59wap1ELQ4,252293,7083,2022-05-09,2022-05-09 10:55:38
300,UCF_fDSgPpBQuh1MsUTgIARQ,yzTuBuRdAyA,1819933779,10974809,2022-05-10,2022-05-10 08:50:29
301,UCUtZaxDF3hD5VK4xRYFBePQ,oTw8AECmUNA,21423030,563830,2022-05-10,2022-05-10 08:50:33
302,UCxE5jEls-T0QtlTHT8lI1lw,x4drP6Q6p30,4699836,223082,2022-05-10,2022-05-10 08:50:36
303,UCX6OQ3DkcsbYNE6H8uQQuVA,hD1YtmKXNb4,50666564,2683206,2022-05-10,2022-05-10 08:50:39
304,UCSZwSipmufiBGjFk9q3rD-A,sPA3XIbho_A,1702827,43849,2022-05-10,2022-05-10 08:50:44
305,UCX6OQ3DkcsbYNE6H8uQQuVA,LnlKwzc_TNA,55553368,2353647,2022-05-10,2022-05-10 08:50:47
306,UCAuUUnT6oDeKwE6v1NGQxug,YRvf00NooN8,6645421,140379,2022-05-10,2022-05-10 08:50:50
307,UCbzRzJNHx7ZLlJML9BjZQVQ,b4F0YBnVdno,2769279,30584,2022-05-10,2022-05-10 08:50:53
308,UCbAwSkqJ1W_Eg7wr3cp5BUA,XKDhq2UcjIM,2320391,147110,2022-05-10,2022-05-10 08:50:58
309,UCz6PEeVLG1TL6jMRTvSLm4g,aaPorKHXem8,910467,69820,2022-05-10,2022-05-10 08:51:03
310,UC2O6HDtMOZf9FkUAepz9Atg,offDs649-mw,261834,6860,2022-05-10,2022-05-10 08:51:06
311,UC0C-w0YjGpqDXGB8IHb662A,Z_MvkyuOJgk,15108089,484433,2022-05-10,2022-05-10 08:51:10
312,UCIPPMRA040LQr5QPyJEbmXA,QO7e_RiMVQg,12498201,556024,2022-05-10,2022-05-10 08:51:13
313,UCvC4D8onUfXzvjTOM-dBfEA,tgB1wUcmbbw,37852594,1701331,2022-05-10,2022-05-10 08:51:16
314,UChmpTxQ0Gp8KEJKsqzeg9Lg,yQEondeGvKo,19983263,883129,2022-05-10,2022-05-10 08:51:19
315,UCGHZpIpAWJQ-Jy_CeCdXhMA,an0M-wcHw5A,1571325,48747,2022-05-10,2022-05-10 08:51:22
316,UCvbki_2_V6qLvezSxwo13mg,bNhGDDUnNE8,4638237,99084,2022-05-10,2022-05-10 08:51:25
317,UCJg9wBPyKMNA5sRDnvzmkdg,EUtqdkj2Mg0,2044278,23063,2022-05-10,2022-05-10 08:51:27
318,UCbOCbp5gXL8jigIBZLqMPrw,H5v3kku4y6Q,111610898,3945652,2022-05-10,2022-05-10 08:51:32
319,UComP_epzeKzvBX156r6pm1Q,X-yIEMduRXk,139306593,1147929,2022-05-10,2022-05-10 08:51:37
320,UCOhtMAg7xh8wv_wUHMgFc-Q,Tc0tLGWIqxA,58649380,1081012,2022-05-10,2022-05-10 08:51:40
321,UC9Z0p8W-IvB_2K_cAQdf7bg,4Q2YBKFDXjQ,427319,11432,2022-05-10,2022-05-10 08:51:43
322,UCuCkxoKLYO_EQ2GeFtbM_bw,UA6UythLlEI,2438295,89061,2022-05-10,2022-05-10 08:51:46
323,UC_SvYP0k05UKiJ_2ndB02IA,Rg3dBosfZ3Y,303350,9199,2022-05-10,2022-05-10 08:51:51
324,UC7cs8q-gJRlGwj4A8OmCmXg,xKdtP3IZbnU,7287,244,2022-05-10,2022-05-10 08:51:54
325,UCTrQ7HXWRRxr7OsOtodr2_w,m8b1y98Ffi8,15948,186,2022-05-10,2022-05-10 08:51:57
326,UCoMdktPbSTixAyNGwb-UYkQ,2kblJAvj8OE,153806,1848,2022-05-10,2022-05-10 08:52:01
327,UCupvZG-5ko_eiXAupbDfxWw,L643uai6k2w,435093,6255,2022-05-10,2022-05-10 08:52:03
328,UCqTwKvjbTENZDGbz2si47ag,-ukm0Y_VhgY,1494843,46307,2022-05-10,2022-05-10 08:52:08
329,UCfzlCWGWYyIQ0aLC5w48gBQ,q59wap1ELQ4,257442,7252,2022-05-10,2022-05-10 08:52:14
330,UCF_fDSgPpBQuh1MsUTgIARQ,yzTuBuRdAyA,1820499021,10979238,2022-05-11,2022-05-11 21:27:21
331,UCUtZaxDF3hD5VK4xRYFBePQ,oTw8AECmUNA,21822288,572289,2022-05-11,2022-05-11 21:27:25
332,UCxE5jEls-T0QtlTHT8lI1lw,x4drP6Q6p30,4796928,226571,2022-05-11,2022-05-11 21:27:28
333,UCX6OQ3DkcsbYNE6H8uQQuVA,hD1YtmKXNb4,52144522,2724240,2022-05-11,2022-05-11 21:27:32
334,UCSZwSipmufiBGjFk9q3rD-A,sPA3XIbho_A,1716063,44128,2022-05-11,2022-05-11 21:27:37
335,UCX6OQ3DkcsbYNE6H8uQQuVA,LnlKwzc_TNA,55948437,2363319,2022-05-11,2022-05-11 21:27:40
336,UCAuUUnT6oDeKwE6v1NGQxug,YRvf00NooN8,6775565,141814,2022-05-11,2022-05-11 21:27:44
337,UCbzRzJNHx7ZLlJML9BjZQVQ,b4F0YBnVdno,2776631,30677,2022-05-11,2022-05-11 21:27:49
338,UCbAwSkqJ1W_Eg7wr3cp5BUA,XKDhq2UcjIM,2342819,147969,2022-05-11,2022-05-11 21:27:55
339,UCz6PEeVLG1TL6jMRTvSLm4g,aaPorKHXem8,922342,72558,2022-05-11,2022-05-11 21:28:01
340,UC2O6HDtMOZf9FkUAepz9Atg,offDs649-mw,265196,6942,2022-05-11,2022-05-11 21:28:04
341,UC0C-w0YjGpqDXGB8IHb662A,Z_MvkyuOJgk,15555200,491896,2022-05-11,2022-05-11 21:28:08
342,UCIPPMRA040LQr5QPyJEbmXA,QO7e_RiMVQg,12627926,559058,2022-05-11,2022-05-11 21:28:11
343,UCvC4D8onUfXzvjTOM-dBfEA,tgB1wUcmbbw,38214906,1708338,2022-05-11,2022-05-11 21:28:17
344,UChmpTxQ0Gp8KEJKsqzeg9Lg,yQEondeGvKo,20101709,886130,2022-05-11,2022-05-11 21:28:20
345,UCGHZpIpAWJQ-Jy_CeCdXhMA,an0M-wcHw5A,1579410,48973,2022-05-11,2022-05-11 21:28:24
346,UCvbki_2_V6qLvezSxwo13mg,bNhGDDUnNE8,4645408,99215,2022-05-11,2022-05-11 21:28:27
347,UCJg9wBPyKMNA5sRDnvzmkdg,EUtqdkj2Mg0,2048007,23082,2022-05-11,2022-05-11 21:28:30
348,UCbOCbp5gXL8jigIBZLqMPrw,H5v3kku4y6Q,114168288,3990501,2022-05-11,2022-05-11 21:28:34
349,UComP_epzeKzvBX156r6pm1Q,X-yIEMduRXk,140027785,1152090,2022-05-11,2022-05-11 21:28:40
350,UCOhtMAg7xh8wv_wUHMgFc-Q,Tc0tLGWIqxA,58841453,1082745,2022-05-11,2022-05-11 21:28:44
351,UC9Z0p8W-IvB_2K_cAQdf7bg,4Q2YBKFDXjQ,441161,11727,2022-05-11,2022-05-11 21:28:47
352,UCuCkxoKLYO_EQ2GeFtbM_bw,UA6UythLlEI,2442078,89250,2022-05-11,2022-05-11 21:28:50
353,UC_SvYP0k05UKiJ_2ndB02IA,Rg3dBosfZ3Y,304309,9233,2022-05-11,2022-05-11 21:28:56
354,UC7cs8q-gJRlGwj4A8OmCmXg,xKdtP3IZbnU,7391,245,2022-05-11,2022-05-11 21:28:59
355,UCTrQ7HXWRRxr7OsOtodr2_w,m8b1y98Ffi8,15955,186,2022-05-11,2022-05-11 21:29:02
356,UCoMdktPbSTixAyNGwb-UYkQ,2kblJAvj8OE,153842,1847,2022-05-11,2022-05-11 21:29:06
357,UCupvZG-5ko_eiXAupbDfxWw,L643uai6k2w,436323,6272,2022-05-11,2022-05-11 21:29:08
358,UCqTwKvjbTENZDGbz2si47ag,-ukm0Y_VhgY,1526504,46539,2022-05-11,2022-05-11 21:29:14
359,UCfzlCWGWYyIQ0aLC5w48gBQ,q59wap1ELQ4,261451,7372,2022-05-11,2022-05-11 21:29:19
360,UCF_fDSgPpBQuh1MsUTgIARQ,yzTuBuRdAyA,1820768690,10981160,2022-05-12,2022-05-12 14:53:49
361,UCUtZaxDF3hD5VK4xRYFBePQ,oTw8AECmUNA,21993210,575955,2022-05-12,2022-05-12 14:53:54
362,UCxE5jEls-T0QtlTHT8lI1lw,x4drP6Q6p30,4840249,227937,2022-05-12,2022-05-12 14:53:56
363,UCX6OQ3DkcsbYNE6H8uQQuVA,hD1YtmKXNb4,52504262,2732200,2022-05-12,2022-05-12 14:53:59
364,UCSZwSipmufiBGjFk9q3rD-A,sPA3XIbho_A,1722858,44241,2022-05-12,2022-05-12 14:54:04
365,UCX6OQ3DkcsbYNE6H8uQQuVA,LnlKwzc_TNA,56109500,2366754,2022-05-12,2022-05-12 14:54:07
366,UCAuUUnT6oDeKwE6v1NGQxug,YRvf00NooN8,6833752,142286,2022-05-12,2022-05-12 14:54:10
367,UCbzRzJNHx7ZLlJML9BjZQVQ,b4F0YBnVdno,2779405,30708,2022-05-12,2022-05-12 14:54:16
368,UCbAwSkqJ1W_Eg7wr3cp5BUA,XKDhq2UcjIM,2353408,148306,2022-05-12,2022-05-12 14:54:21
369,UCz6PEeVLG1TL6jMRTvSLm4g,aaPorKHXem8,928166,72592,2022-05-12,2022-05-12 14:54:26
370,UC2O6HDtMOZf9FkUAepz9Atg,offDs649-mw,266949,6982,2022-05-12,2022-05-12 14:54:29
371,UC0C-w0YjGpqDXGB8IHb662A,Z_MvkyuOJgk,15750690,495382,2022-05-12,2022-05-12 14:54:34
372,UCIPPMRA040LQr5QPyJEbmXA,QO7e_RiMVQg,12682857,560221,2022-05-12,2022-05-12 14:54:37
373,UCvC4D8onUfXzvjTOM-dBfEA,tgB1wUcmbbw,38360152,1710997,2022-05-12,2022-05-12 14:54:40
374,UChmpTxQ0Gp8KEJKsqzeg9Lg,yQEondeGvKo,20160548,887389,2022-05-12,2022-05-12 14:54:42
375,UCGHZpIpAWJQ-Jy_CeCdXhMA,an0M-wcHw5A,1583694,49072,2022-05-12,2022-05-12 14:54:46
376,UCvbki_2_V6qLvezSxwo13mg,bNhGDDUnNE8,4648209,99300,2022-05-12,2022-05-12 14:54:50
377,UCJg9wBPyKMNA5sRDnvzmkdg,EUtqdkj2Mg0,2049208,23092,2022-05-12,2022-05-12 14:54:53
378,UCbOCbp5gXL8jigIBZLqMPrw,H5v3kku4y6Q,115378758,4008727,2022-05-12,2022-05-12 14:54:58
379,UComP_epzeKzvBX156r6pm1Q,X-yIEMduRXk,140357097,1153938,2022-05-12,2022-05-12 14:55:03
380,UCOhtMAg7xh8wv_wUHMgFc-Q,Tc0tLGWIqxA,58936426,1083497,2022-05-12,2022-05-12 14:55:06
381,UC9Z0p8W-IvB_2K_cAQdf7bg,4Q2YBKFDXjQ,447904,11843,2022-05-12,2022-05-12 14:55:09
382,UCuCkxoKLYO_EQ2GeFtbM_bw,UA6UythLlEI,2443632,89315,2022-05-12,2022-05-12 14:55:12
383,UC_SvYP0k05UKiJ_2ndB02IA,Rg3dBosfZ3Y,304752,9248,2022-05-12,2022-05-12 14:55:17
384,UC7cs8q-gJRlGwj4A8OmCmXg,xKdtP3IZbnU,7438,247,2022-05-12,2022-05-12 14:55:20
385,UCTrQ7HXWRRxr7OsOtodr2_w,m8b1y98Ffi8,15962,186,2022-05-12,2022-05-12 14:55:23
386,UCoMdktPbSTixAyNGwb-UYkQ,2kblJAvj8OE,153859,1847,2022-05-12,2022-05-12 14:55:27
387,UCupvZG-5ko_eiXAupbDfxWw,L643uai6k2w,436762,6274,2022-05-12,2022-05-12 14:55:29
388,UCqTwKvjbTENZDGbz2si47ag,-ukm0Y_VhgY,1537344,46620,2022-05-12,2022-05-12 14:55:34
389,UCfzlCWGWYyIQ0aLC5w48gBQ,q59wap1ELQ4,263580,7430,2022-05-12,2022-05-12 14:55:40
390,UCF_fDSgPpBQuh1MsUTgIARQ,yzTuBuRdAyA,1821210277,10984538,2022-05-13,2022-05-13 18:33:25
391,UCUtZaxDF3hD5VK4xRYFBePQ,oTw8AECmUNA,22299044,582748,2022-05-13,2022-05-13 18:33:30
392,UCxE5jEls-T0QtlTHT8lI1lw,x4drP6Q6p30,4908312,230111,2022-05-13,2022-05-13 18:33:33
393,UCX6OQ3DkcsbYNE6H8uQQuVA,hD1YtmKXNb4,53121450,2746739,2022-05-13,2022-05-13 18:33:36
394,UCSZwSipmufiBGjFk9q3rD-A,sPA3XIbho_A,1732346,44441,2022-05-13,2022-05-13 18:33:41
395,UCX6OQ3DkcsbYNE6H8uQQuVA,LnlKwzc_TNA,56392836,2373081,2022-05-13,2022-05-13 18:33:47
396,UCAuUUnT6oDeKwE6v1NGQxug,YRvf00NooN8,6901348,142922,2022-05-13,2022-05-13 18:33:50
397,UCbzRzJNHx7ZLlJML9BjZQVQ,b4F0YBnVdno,2784759,30787,2022-05-13,2022-05-13 18:33:55
398,UCbAwSkqJ1W_Eg7wr3cp5BUA,XKDhq2UcjIM,2367590,148833,2022-05-13,2022-05-13 18:34:01
399,UCz6PEeVLG1TL6jMRTvSLm4g,aaPorKHXem8,936439,74714,2022-05-13,2022-05-13 18:34:06
400,UC2O6HDtMOZf9FkUAepz9Atg,offDs649-mw,269834,7042,2022-05-13,2022-05-13 18:34:09
401,UC0C-w0YjGpqDXGB8IHb662A,Z_MvkyuOJgk,16081787,500335,2022-05-13,2022-05-13 18:34:14
402,UCIPPMRA040LQr5QPyJEbmXA,QO7e_RiMVQg,12776769,562422,2022-05-13,2022-05-13 18:34:17
403,UCvC4D8onUfXzvjTOM-dBfEA,tgB1wUcmbbw,38607755,1715769,2022-05-13,2022-05-13 18:34:20
404,UChmpTxQ0Gp8KEJKsqzeg9Lg,yQEondeGvKo,20258649,889769,2022-05-13,2022-05-13 18:34:23
405,UCGHZpIpAWJQ-Jy_CeCdXhMA,an0M-wcHw5A,1589522,49222,2022-05-13,2022-05-13 18:34:26
406,UCvbki_2_V6qLvezSxwo13mg,bNhGDDUnNE8,4651701,99401,2022-05-13,2022-05-13 18:34:29
407,UCJg9wBPyKMNA5sRDnvzmkdg,EUtqdkj2Mg0,2050387,23096,2022-05-13,2022-05-13 18:34:32
408,UCbOCbp5gXL8jigIBZLqMPrw,H5v3kku4y6Q,117461986,4043431,2022-05-13,2022-05-13 18:34:39
409,UComP_epzeKzvBX156r6pm1Q,X-yIEMduRXk,140923495,1157179,2022-05-13,2022-05-13 18:34:42
410,UCOhtMAg7xh8wv_wUHMgFc-Q,Tc0tLGWIqxA,59100423,1085444,2022-05-13,2022-05-13 18:34:45
411,UC9Z0p8W-IvB_2K_cAQdf7bg,4Q2YBKFDXjQ,458371,12052,2022-05-13,2022-05-13 18:34:48
412,UCuCkxoKLYO_EQ2GeFtbM_bw,UA6UythLlEI,2446111,89448,2022-05-13,2022-05-13 18:34:53
413,UC_SvYP0k05UKiJ_2ndB02IA,Rg3dBosfZ3Y,305478,9272,2022-05-13,2022-05-13 18:34:59
414,UC7cs8q-gJRlGwj4A8OmCmXg,xKdtP3IZbnU,7513,247,2022-05-13,2022-05-13 18:35:02
415,UCTrQ7HXWRRxr7OsOtodr2_w,m8b1y98Ffi8,15970,186,2022-05-13,2022-05-13 18:35:06
416,UCoMdktPbSTixAyNGwb-UYkQ,2kblJAvj8OE,153868,1847,2022-05-13,2022-05-13 18:35:10
417,UCupvZG-5ko_eiXAupbDfxWw,L643uai6k2w,437626,6294,2022-05-13,2022-05-13 18:35:13
418,UCqTwKvjbTENZDGbz2si47ag,-ukm0Y_VhgY,1558151,46745,2022-05-13,2022-05-13 18:35:18
419,UCfzlCWGWYyIQ0aLC5w48gBQ,q59wap1ELQ4,267021,7511,2022-05-13,2022-05-13 18:35:24
420,UCF_fDSgPpBQuh1MsUTgIARQ,yzTuBuRdAyA,1821557980,10986829,2022-05-14,2022-05-14 15:05:24
421,UCUtZaxDF3hD5VK4xRYFBePQ,oTw8AECmUNA,22522480,586954,2022-05-14,2022-05-14 15:05:28
422,UCxE5jEls-T0QtlTHT8lI1lw,x4drP6Q6p30,4961691,231492,2022-05-14,2022-05-14 15:05:31
423,UCX6OQ3DkcsbYNE6H8uQQuVA,hD1YtmKXNb4,53621456,2756434,2022-05-14,2022-05-14 15:05:34
424,UCSZwSipmufiBGjFk9q3rD-A,sPA3XIbho_A,1740312,44603,2022-05-14,2022-05-14 15:05:39
425,UCX6OQ3DkcsbYNE6H8uQQuVA,LnlKwzc_TNA,56627342,2377546,2022-05-14,2022-05-14 15:05:43
